src_ip,total_pkts,tcp_pkts,udp_pkts,other_pkts,unique_dports_count,syn_ratio,avg_pkt_size,duration_sec,bytes_per_sec,port_scan_score,small_syn_score,potential_flood,potential_scan,label
104.20.23.154,5,5,0,0,1,0.0,236.2,30.02,0.17,0.2,0.0,0,0,normal
172.217.192.138,4,4,0,0,1,0.0,261.25,30.02,0.13,0.25,0.0,0,0,normal
104.16.133.229,4,4,0,0,1,0.0,339.5,30.02,0.13,0.25,0.0,0,0,normal
8.8.8.8,10,0,0,10,0,0.0,98.0,30.02,0.33,0.0,0.0,0,0,normal
1.1.1.1,8,0,0,8,0,0.0,98.0,30.02,0.27,0.0,0.0,0,0,normal
192.168.1.41,178,161,9,8,4,0.0186,84.66,30.22,5.89,0.0225,2.2011,0,0,normal
192.168.1.33,25,0,25,0,2,0.0,174.8,30.22,0.83,0.08,0.0,0,0,normal
192.168.1.43,205,157,37,11,31,0.0191,1019.43,30.22,6.78,0.1512,0.1874,0,0,normal
1.1.1.1,2,0,0,2,0,0.0,98.0,30.22,0.07,0.0,0.0,0,0,normal
200.48.225.146,28,0,28,0,28,0.0,167.29,30.22,0.93,1.0,0.0,0,0,normal
192.168.1.1,2,0,0,2,0,0.0,60.0,30.22,0.07,0.0,0.0,0,0,normal
200.48.225.130,4,0,4,0,4,0.0,164.25,30.22,0.13,1.0,0.0,0,0,normal
104.20.23.154,5,5,0,0,1,0.0,236.2,30.22,0.17,0.2,0.0,0,0,normal
108.177.123.100,4,4,0,0,1,0.0,261.25,30.22,0.13,0.25,0.0,0,0,normal
104.16.132.229,4,4,0,0,1,0.0,339.5,30.22,0.13,0.25,0.0,0,0,normal
8.8.8.8,9,0,0,9,0,0.0,98.0,30.22,0.3,0.0,0.0,0,0,normal
192.168.1.43,41,26,4,11,25,0.0385,71.41,30.03,1.37,0.6098,5.3857,0,0,normal
8.8.8.8,1,0,0,1,0,0.0,98.0,30.03,0.03,0.0,0.0,0,0,normal
1.1.1.1,10,0,0,10,0,0.0,98.0,30.03,0.33,0.0,0.0,0,0,normal
192.168.1.33,25,0,25,0,2,0.0,174.8,30.03,0.83,0.08,0.0,0,0,normal
192.168.1.41,9,0,1,8,1,0.0,62.89,30.03,0.3,0.1111,0.0,0,0,normal
192.168.1.1,2,0,0,2,0,0.0,60.0,30.03,0.07,0.0,0.0,0,0,normal
192.168.1.38,7,0,7,0,2,0.0,130.43,30.03,0.23,0.2857,0.0,0,0,normal
200.48.225.130,1,0,1,0,1,0.0,138.0,30.03,0.03,1.0,0.0,0,0,normal
200.48.225.146,2,0,2,0,2,0.0,126.0,30.03,0.07,1.0,0.0,0,0,normal
172.66.147.243,1,1,0,0,1,0.0,74.0,30.03,0.03,1.0,0.0,0,0,normal
192.168.1.43,24548,24511,17,20,21212,0.0001,60.04,30.0,818.26,0.8641,0.0136,0,1,normal
172.66.147.243,4,4,0,0,1,0.0,276.75,30.0,0.13,0.25,0.0,0,0,normal
200.48.225.146,12,0,12,0,12,0.0,170.25,30.0,0.4,1.0,0.0,0,0,normal
108.177.123.101,4,4,0,0,1,0.0,261.25,30.0,0.13,0.25,0.0,0,0,normal
192.168.1.41,33,23,2,8,4,0.0435,71.85,30.0,1.1,0.1212,6.0514,0,0,normal
192.168.1.33,23,0,23,0,2,0.0,176.22,30.0,0.77,0.087,0.0,0,0,normal
192.168.1.38,2,0,2,0,2,0.0,135.0,30.0,0.07,1.0,0.0,0,0,normal
192.168.1.1,2,0,0,2,0,0.0,60.0,30.0,0.07,0.0,0.0,0,0,normal
200.48.225.130,3,0,3,0,3,0.0,162.33,30.0,0.1,1.0,0.0,0,0,normal
104.16.133.229,4,4,0,0,1,0.0,339.5,30.0,0.13,0.25,0.0,0,0,normal
8.8.8.8,10,0,0,10,0,0.0,98.0,30.0,0.33,0.0,0.0,0,0,normal
1.1.1.1,10,0,0,10,0,0.0,98.0,30.0,0.33,0.0,0.0,0,0,normal
192.168.1.43,326183,326174,9,0,65218,0.0,57.97,30.0,10872.76,0.1999,0.0,0,1,normal
192.168.1.41,5,0,1,4,1,0.0,65.4,30.0,0.17,0.2,0.0,0,0,normal
192.168.1.33,9,0,9,0,2,0.0,149.44,30.0,0.3,0.2222,0.0,0,0,normal
200.48.225.146,1,0,1,0,1,0.0,138.0,30.0,0.03,1.0,0.0,0,0,normal
192.168.1.1,1,0,0,1,0,0.0,60.0,30.0,0.03,0.0,0.0,0,0,normal
185.125.190.56,1,0,1,0,1,0.0,90.0,30.0,0.03,1.0,0.0,0,0,normal
200.48.225.130,1,0,1,0,1,0.0,114.0,30.0,0.03,1.0,0.0,0,0,normal
192.168.1.43,325234,325219,15,0,65195,0.0,57.98,30.0,10841.11,0.2005,0.0016,0,1,normal
192.168.1.41,17,4,5,8,3,0.5,89.29,30.0,0.57,0.1765,55.9947,0,0,normal
192.168.1.33,11,0,11,0,2,0.0,195.55,30.0,0.37,0.1818,0.0,0,0,normal
192.168.1.1,2,0,0,2,0,0.0,60.0,30.0,0.07,0.0,0.0,0,0,normal
172.66.147.243,4,4,0,0,1,0.0,278.75,30.0,0.13,0.25,0.0,0,0,normal
200.48.225.130,2,0,2,0,2,0.0,185.0,30.0,0.07,1.0,0.0,0,0,normal
192.168.1.38,2,0,2,0,2,0.0,135.0,30.0,0.07,1.0,0.0,0,0,normal
108.177.123.139,4,4,0,0,1,0.0,264.25,30.0,0.13,0.25,0.0,0,0,normal
200.48.225.146,3,0,3,0,3,0.0,125.0,30.0,0.1,1.0,0.0,0,0,normal
104.16.132.229,1,1,0,0,1,0.0,74.0,30.0,0.03,1.0,0.0,0,0,normal
192.168.1.43,323885,323863,2,20,65179,0.0,57.97,30.0,10796.15,0.2012,0.0,0,1,normal
192.168.1.33,15,0,15,0,2,0.0,174.8,30.0,0.5,0.1333,0.0,0,0,normal
104.16.132.229,3,3,0,0,1,0.0,435.33,30.0,0.1,0.3333,0.0,0,0,normal
192.168.1.41,6,2,0,4,1,0.0,60.0,30.0,0.2,0.1667,0.0,0,0,normal
8.8.8.8,3,0,0,3,0,0.0,98.0,30.0,0.1,0.0,0.0,0,0,normal
200.48.225.146,1,0,1,0,1,0.0,138.0,30.0,0.03,1.0,0.0,0,0,normal
1.1.1.1,4,0,0,4,0,0.0,98.0,30.0,0.13,0.0,0.0,0,0,normal
192.168.1.1,1,0,0,1,0,0.0,60.0,30.0,0.03,0.0,0.0,0,0,normal
192.168.1.43,324172,324156,16,0,65145,0.0,58.12,30.0,10805.72,0.201,0.0005,0,1,normal
192.168.1.33,11,0,11,0,2,0.0,165.91,30.0,0.37,0.1818,0.0,0,0,normal
192.168.1.41,22,17,0,5,2,0.0,74.95,30.0,0.73,0.0909,0.0,0,0,normal
200.48.225.130,1,0,1,0,1,0.0,114.0,30.0,0.03,1.0,0.0,0,0,normal
200.48.225.146,8,0,8,0,8,0.0,173.0,30.0,0.27,1.0,0.0,0,0,normal
172.66.147.243,2,2,0,0,1,0.0,70.0,30.0,0.07,0.5,0.0,0,0,normal
192.168.1.43,323641,323633,8,0,65216,0.0,57.97,30.0,10788.01,0.2015,0.0005,0,1,normal
192.168.1.33,17,0,17,0,3,0.0,183.65,30.0,0.57,0.1765,0.0,0,0,normal
192.168.1.41,6,0,3,3,3,0.0,86.67,30.0,0.2,0.5,0.0,0,0,normal
192.168.1.1,1,0,0,1,0,0.0,60.0,30.0,0.03,0.0,0.0,0,0,normal
172.66.147.243,2,2,0,0,1,0.0,487.5,30.0,0.07,0.5,0.0,0,0,normal
200.48.225.146,2,0,2,0,2,0.0,185.0,30.0,0.07,1.0,0.0,0,0,normal
192.168.1.43,324753,324720,13,20,65173,0.0,57.98,30.0,10825.07,0.2007,0.0016,0,1,normal
192.168.1.33,15,0,15,0,2,0.0,153.07,30.0,0.5,0.1333,0.0,0,0,normal
142.251.0.138,3,3,0,0,1,0.0,326.33,30.0,0.1,0.3333,0.0,0,0,normal
192.168.1.41,12,5,2,5,2,0.4,113.75,30.0,0.4,0.1667,35.1648,0,0,normal
200.48.225.146,6,0,6,0,6,0.0,152.5,30.0,0.2,1.0,0.0,0,0,normal
104.16.133.229,4,4,0,0,1,0.0,340.0,30.0,0.13,0.25,0.0,0,0,normal
192.168.1.1,1,0,0,1,0,0.0,60.0,30.0,0.03,0.0,0.0,0,0,normal
8.8.8.8,5,0,0,5,0,0.0,98.0,30.0,0.17,0.0,0.0,0,0,normal
1.1.1.1,3,0,0,3,0,0.0,98.0,30.0,0.1,0.0,0.0,0,0,normal
200.48.225.130,1,0,1,0,1,0.0,172.0,30.0,0.03,1.0,0.0,0,0,normal
192.168.1.43,325578,325568,10,0,65227,0.0,58.12,30.0,10852.56,0.2003,0.0,0,1,normal
192.168.1.33,12,0,12,0,2,0.0,199.25,30.0,0.4,0.1667,0.0,0,0,normal
200.48.225.146,4,0,4,0,4,0.0,158.25,30.0,0.13,1.0,0.0,0,0,normal
192.168.1.41,19,14,0,5,2,0.0,60.32,30.0,0.63,0.1053,0.0,0,0,normal
192.168.1.1,2,0,0,2,0,0.0,60.0,30.0,0.07,0.0,0.0,0,0,normal
200.48.225.130,1,0,1,0,1,0.0,138.0,30.0,0.03,1.0,0.0,0,0,normal
192.168.1.43,324258,324244,14,0,65152,0.0,57.97,30.0,10808.6,0.2009,0.0011,0,1,normal
192.168.1.33,13,0,13,0,2,0.0,177.31,30.0,0.43,0.1538,0.0,0,0,normal
172.66.147.243,5,5,0,0,1,0.0,238.6,30.0,0.17,0.2,0.0,0,0,normal
192.168.1.41,8,0,0,8,0,0.0,60.0,30.0,0.27,0.0,0.0,0,0,normal
200.48.225.130,1,0,1,0,1,0.0,177.0,30.0,0.03,1.0,0.0,0,0,normal
200.48.225.146,2,0,2,0,2,0.0,157.5,30.0,0.07,1.0,0.0,0,0,normal
192.168.1.43,324700,324689,11,0,65165,0.0,58.02,30.0,10823.26,0.2007,0.0016,0,1,normal
192.168.1.41,8,2,2,4,4,0.0,107.0,30.0,0.27,0.5,0.0,0,0,normal
192.168.1.33,11,0,11,0,3,0.0,167.73,30.0,0.37,0.2727,0.0,0,0,normal
172.217.192.138,2,2,0,0,1,0.0,70.0,30.0,0.07,0.5,0.0,0,0,normal
200.48.225.130,3,0,3,0,3,0.0,179.67,30.0,0.1,1.0,0.0,0,0,normal
200.48.225.146,2,0,2,0,2,0.0,172.5,30.0,0.07,1.0,0.0,0,0,normal
192.168.1.1,1,0,0,1,0,0.0,60.0,30.0,0.03,0.0,0.0,0,0,normal
192.168.1.43,323417,323406,11,0,65241,0.0,58.08,30.0,10780.56,0.2017,0.0,0,1,normal
192.168.1.41,30,19,3,8,3,0.1053,82.17,30.0,1.0,0.1,12.8109,0,0,normal
192.168.1.33,9,0,9,0,2,0.0,149.44,30.0,0.3,0.2222,0.0,0,0,normal
192.168.1.1,2,0,0,2,0,0.0,60.0,30.0,0.07,0.0,0.0,0,0,normal
200.48.225.146,2,0,2,0,2,0.0,173.0,30.0,0.07,1.0,0.0,0,0,normal
200.48.225.130,3,0,3,0,3,0.0,173.0,30.0,0.1,1.0,0.0,0,0,normal
192.168.1.38,2,0,2,0,1,0.0,167.0,30.0,0.07,0.5,0.0,0,0,normal
192.168.1.43,323870,323866,4,0,65215,0.0,58.12,30.0,10795.63,0.2014,0.0,0,1,normal
192.168.1.33,26,0,26,0,3,0.0,264.54,30.0,0.87,0.1154,0.0,0,0,normal
192.168.1.41,24,19,1,4,3,0.0,61.08,30.0,0.8,0.125,0.0,0,0,normal
200.48.225.146,2,0,2,0,2,0.0,173.0,30.0,0.07,1.0,0.0,0,0,normal
172.217.192.138,1,1,0,0,1,0.0,66.0,30.0,0.03,1.0,0.0,0,0,normal
192.168.1.43,324092,324076,16,0,65240,0.0,57.97,30.0,10803.07,0.2013,0.0,0,1,normal
192.168.1.41,7,1,1,5,2,0.0,109.86,30.0,0.23,0.2857,0.0,0,0,normal
192.168.1.33,8,0,8,0,2,0.0,199.25,30.0,0.27,0.25,0.0,0,0,normal
200.48.225.146,3,0,3,0,3,0.0,172.67,30.0,0.1,1.0,0.0,0,0,normal
200.48.225.130,2,0,2,0,2,0.0,173.0,30.0,0.07,1.0,0.0,0,0,normal
192.168.1.43,322670,322665,5,0,65190,0.0,58.12,30.0,10755.65,0.202,0.0,0,1,normal
192.168.1.33,12,0,12,0,2,0.0,158.5,30.0,0.4,0.1667,0.0,0,0,normal
192.168.1.41,26,18,3,5,5,0.0,66.38,30.0,0.87,0.1923,0.0,0,0,normal
192.168.1.1,2,0,0,2,0,0.0,60.0,30.0,0.07,0.0,0.0,0,0,normal
192.168.1.38,1,0,1,0,1,0.0,167.0,30.0,0.03,1.0,0.0,0,0,normal
200.48.225.130,2,0,2,0,2,0.0,173.0,30.0,0.07,1.0,0.0,0,0,normal
192.168.1.43,322542,322526,16,0,65193,0.0,57.97,30.0,10751.36,0.2021,0.0,0,1,normal
192.168.1.33,11,0,11,0,2,0.0,180.73,30.0,0.37,0.1818,0.0,0,0,normal
192.168.1.41,15,5,5,5,2,0.4,133.0,30.0,0.5,0.1333,30.0752,0,0,normal
192.168.1.38,2,0,2,0,1,0.0,103.0,30.0,0.07,0.5,0.0,0,0,normal
192.168.1.1,1,0,0,1,0,0.0,60.0,30.0,0.03,0.0,0.0,0,0,normal
200.48.225.146,4,0,4,0,4,0.0,173.0,30.0,0.13,1.0,0.0,0,0,normal
192.168.1.43,321693,321683,10,0,65192,0.0,58.13,30.0,10723.09,0.2027,0.0005,0,1,normal
192.168.1.33,10,0,10,0,2,0.0,207.4,30.0,0.33,0.2,0.0,0,0,normal
192.168.1.41,17,15,0,2,2,0.0,60.35,30.0,0.57,0.1176,0.0,0,0,normal
200.48.225.130,3,0,3,0,3,0.0,172.67,30.0,0.1,1.0,0.0,0,0,normal
192.168.1.1,1,0,0,1,0,0.0,60.0,30.0,0.03,0.0,0.0,0,0,normal
200.48.225.146,4,0,4,0,4,0.0,143.0,30.0,0.13,1.0,0.0,0,0,normal
